"userId","movieId","rating","timestamp"
1,266,3,847642118
1,296,5,847116752
1,329,4,847116936
1,350,4,847642142
1,588,4,847116787
1,318,5,847116937
1,265,5,847642048
1,356,5,847116893
1,161,4,847641896
1,592,3,847116750
1,10,3,847641896
1,253,3,847641919
1,480,5,847116936
1,34,4,847641956
1,434,3,847116936
1,508,5,847642073
1,47,3,847641956
1,160,3,847642008
1,364,4,847641938
2,349,4,833971811
2,300,4,833972037
2,318,5,833971888
2,590,4,833971704
2,344,4,833971811
2,196,2,833972241
2,329,3,833971888
2,236,4,833972172
2,266,4,833972107
2,410,3,833972037
2,150,4,833971704
2,339,4,833971947
2,337,4,833972172
2,34,5,833972077
2,288,1,833971988
2,173,2,833972172
2,293,3,833972306
2,317,5,833972077
2,17,5,833972306
2,165,2,833971811
3,1288,4.5,1111981501
3,432,3,1111981411
3,3508,4,1111982652
3,466,3,1111981458
3,7361,4,1111981957
3,2134,4.5,1111982582
3,2420,4,1111982104
3,6744,4,1111982608
3,3897,3.5,1111981448
3,2406,4,1111981473
3,8865,3.5,1111982345
4,2890,4.5,1294768565
4,1639,4,1294768492
4,1252,5,1294768470
4,32,4.5,1294768736
4,69757,3.5,1294768656
4,2353,4,1294768474
4,172,3,1294768534
4,1278,3.5,1294768465
4,315,3,1294768583
5,3556,4,1040176868
5,1179,4,1040174763
5,5179,3,1040176937
5,471,5,1040177238
5,3478,4,1041555306
5,3169,4,1041553651
5,4571,4,1041554427
5,1267,5,1040174806
5,4359,3,1040175474
5,1347,3,1041554903
5,905,3,1040448005
5,3061,3,1041553372
5,3718,4,1040178387
5,1291,3,1040174284
5,5,3,1041555250
5,2261,3,1041554742
5,4254,1,1040174178
5,897,3,1041556044
5,2282,4,1040176775
5,2968,3,1040175191
5,1953,4,1040448338
5,2829,5,1041555896
5,3168,4,1040175017
5,3274,3,1041555097
5,1136,5,1040448137
5,1304,3,1040174991
5,5054,4,1040177949
5,1019,5,1041555434
5,4011,5,1040177724
5,2841,3,1040177929
5,532,4,1041555961
5,2344,4,1040178367
5,2527,4,1041554410
5,3734,3,1040449382
5,3266,5,1040175096
5,2329,5,1041553357
5,1197,3,1040448832
5,2872,3,1041553303
5,3928,3,1041554840
5,162,5,1040175416
5,1234,3,1040175440
5,3210,5,1040448899
5,3698,4,1041555276
5,2504,4,1041555987
5,3703,5,1040175440
5,4191,3,1040175032
5,5233,4,1041555804
5,1238,4,1040175308
5,4660,4,1040449579
5,1253,5,1040174923
5,1937,3,1041554822
5,1639,5,1040178090
5,1704,5,1040175672
5,4515,4,1040448233
5,3379,5,1040177406
5,5339,3,1041552632
5,5707,4,1040449496
5,3256,4,1041554345
5,16,5,1040175620
5,954,3,1040448456
5,4816,4,1041555139
5,2542,5,1040175517
5,4661,4,1040176548
5,1275,4,1041554840
5,1060,4,1041553187
5,2132,4,1040448233
5,1370,2,1041553794
5,4116,5,1040176063
5,4186,4,1040448654
5,3107,2,1041555690
5,4789,4,1041555876
5,2988,4,1040176576
5,2871,4,1040175460
5,4066,4,1040178141
5,1,4,1040175819
5,3153,3,1041555176
5,3408,5,1040176980
5,5493,3,1041554917
5,1103,5,1040449532
5,3471,5,1040176030
5,3386,4,1040175948
5,551,4,1040177057
5,1387,4,1040174899
5,282,4,1041555484
5,151,4,1040178448
5,509,5,1040176937
5,3260,5,1040175017
5,1130,3,1041554253
5,2110,3,1041555524
5,851,5,1040449480
5,1083,4,1040177965
5,918,2,1041552970
5,3494,3,1041555843
5,1285,4,1040175255
5,1217,5,1040447912
5,938,4,1041553794
5,477,5,1041554054
5,3418,4,1040176088
5,1594,3,1040176658
5,2160,5,1041553119
5,2046,3,1041555987
5,1201,3,1040175077
5,2899,4,1040176937
5,589,4,1040177057
5,1374,4,1041556064
5,1250,4,1040448244
5,1701,4,1040449508
5,3736,4,1041553058
5,982,3,1040178267
5,4886,3,1040448601
5,590,4,1041553695
5,5802,3,1040448580
5,5120,4,1041553058
5,2333,5,1040176220
5,3836,2,1040178289
5,2664,4,1040174832
5,1956,4,1040175689
5,4537,4,1040449598
5,2070,4,1040449344
5,1401,4,1041554303
5,3811,3,1041553736
5,2781,4,1041554726
5,1209,3,1040176803
5,5016,2,1041555276
5,2759,4,1041555502
5,911,4,1040176380
5,4406,3,1041552710
5,1613,4,1040177112
5,4956,4,1041554125
5,4292,3,1040175592
5,3548,5,1040174178
5,3516,5,1040449798
5,3727,4,1041554054
5,3948,4,1040178535
5,1378,3,1041555690
5,2859,5,1040448580
5,1945,4,1040174648
5,3604,5,1040176001
5,3699,4,1040177424
5,2940,4,1040175172
5,3093,2,1041554578
5,3794,5,1040178039
5,553,3,1041554330
5,2108,4,1040176426
5,2780,2,1040449459
5,2065,3,1040175977
5,2370,4,1040178503
5,5705,2,1041555250
5,955,3,1040174832
5,2359,4,1040177057
5,4835,5,1040176088
5,3424,3,1040448654
5,1682,4,1040176426
5,5540,4,1041554971
5,1949,4,1040448580
5,253,5,1041555276
5,1295,5,1040176402
5,1225,4,1040174497
5,4995,4,1041552864
5,3706,4,1041555827
5,2150,3,1040449083
5,1252,4,1040174396
5,1584,5,1040177479
5,3949,3,1041552765
5,3404,4,1041555097
5,3281,5,1040177112
5,4813,4,1040174206
5,3342,3,1040175017
5,3679,4,1040175172
5,2245,3,1041555643
5,2355,4,1040177660
5,922,5,1040448005
5,3160,5,1041552616
5,2583,4,1040177803
5,2273,3,1040178060
5,858,5,1040174349
5,2529,3,1040176720
5,3363,5,1040448726
5,1196,3,1040448926
5,4017,4,1040176847
5,1345,4,1040449833
5,3897,5,1040174991
5,1405,4,1040177628
5,1187,3,1041553107
5,1029,4,1040177424
5,3927,3,1040177949
5,1222,5,1040175367
5,1099,3,1040448629
5,3104,4,1040177724
5,5392,4,1040449543
5,539,3,1041555939
5,3543,3,1041553466
5,3751,3,1040449029
5,2145,3,1041555705
5,1268,4,1041555628
5,5588,2,1041554025
5,1307,3,1040175638
5,1293,5,1040176235
5,1346,4,1041555197
5,949,5,1040174676
5,3133,4,1040174648
5,4734,5,1041553214
5,5383,3,1041553651
5,3073,4,1041555896
5,942,4,1041552710
5,3913,4,1040175356
5,4841,3,1040448354
5,2797,4,1041553842
5,4803,4,1040177112
5,2946,5,1041554303
5,4014,4,1040177375
5,904,5,1040174396
5,953,2,1040176279
5,1625,4,1041554253
5,4326,3,1040175397
5,3046,4,1040176898
5,1191,4,1041554594
5,2287,4,1040449396
5,3634,3,1040174991
5,3096,3,1040448273
5,2747,2,1041555306
5,1321,5,1040177738
5,5065,4,1040176514
5,3111,3,1041553720
5,1094,4,1040448853
5,1952,3,1040174475
5,1967,4,1041554742
5,5642,4,1040176601
5,1086,4,1040448456
5,3742,4,1040174899
5,4226,5,1040448055
5,5158,4,1041553811
5,2496,5,1040176548
5,913,4,1040174497
5,5780,3,1040448434
5,2000,2,1040177702
5,2596,3,1041555139
5,1240,4,1040449319
5,4195,2,1040178330
5,1282,4,1040175819
5,1078,3,1040176030
5,2671,4,1040178476
5,2303,5,1040448024
5,1199,5,1040174832
5,947,4,1041552890
5,926,3,1040174564
5,1203,4,1040448492
5,3244,3,1040178520
5,1263,4,1040449199
5,5010,5,1040448601
5,2114,4,1040177854
5,921,4,1040175077
5,1249,5,1040174722
5,1480,4,1041555705
5,2689,4,1040175592
5,5187,3,1040176913
5,2345,4,1040177375
5,1297,3,1040175892
5,1944,4,1041554794
5,1694,5,1040448853
5,2959,5,1040449480
5,2734,4,1041555381
5,2076,5,1040175546
5,1419,4,1040449532
5,3435,3,1040447950
5,194,5,1040177461
5,141,5,1041555454
5,950,3,1040447937
5,3639,3,1041555690
5,2912,4,1040175562
